1,1,270,5000,1,1,350
2,1,0,5000,1,1,500
3,1,0,1500,1,1,8200
4,2,237,2000,1,1,400
5,2,0,2000,1,1,300
6,2,0,5000,1,1,550
7,2,0,5000,1,1,550
8,2,0,6000,1,1,550
9,2,0,5000,1,1,550
10,2,0,5000,1,1,550
11,2,0,100,1,1,650
12,2,0,200,1,1,1050
13,2,0,200,1,1,500
14,2,0,200,1,1,500
15,2,0,200,1,1,500
16,2,0,2000,1,1,900
17,3,250,2000,1,1,900
18,3,0,2000,1,1,1300
19,3,0,2000,1,1,1300
20,3,0,2000,1,1,1300
21,3,0,2000,1,1,1300
22,4,211,2000,1,1,1300
23,4,0,2000,1,1,2700
24,4,0,2000,1,1,2700
25,5,388,2000,1,1,2700
26,5,0,2000,1,1,4900
27,5,0,200,1,1,4900
28,5,0,200,1,1,200
29,5,0,200,1,1,300
30,5,0,200,1,1,300
31,5,0,200,1,1,300
32,5,0,300,1,1,100
33,5,0,300,1,1,250
34,5,0,250,1,1,300
35,5,0,450,1,1,400
36,5,0,600,1,1,100
37,5,0,100,1,1,800
38,5,0,100,1,1,1100
39,6,344,800,1,2,100
40,7,390,900,1,2,200
41,7,0,500,1,2,100
42,7,0,300,1,2,200
43,8,252,1900,1,2,2200
44,8,0,1000,1,2,3400
45,8,0,68550,1,2,5100
46,8,0,18750,1,2,200
47,8,0,18700,1,2,100
48,9,202,20000,1,2,100
49,9,0,1850,1,2,100
50,9,0,19650,1,2,100
51,9,0,400,1,2,350
52,9,0,100,1,2,500
53,9,0,500,1,2,8200
54,9,0,500,1,2,400
55,9,0,1000,1,2,300
56,9,0,4000,1,2,550
57,9,0,4500,1,2,550
58,9,0,15400,1,2,550
59,9,0,15550,1,2,550
60,9,0,31200,1,2,550
61,9,0,31350,1,2,650
62,9,0,8500,1,2,1050
63,9,0,8500,1,2,500
64,9,0,1000,1,2,500
65,9,0,900,1,2,500
66,9,0,11160,1,2,900
67,10,336,3690,1,2,900
68,10,0,1875,1,2,1300
69,10,0,1000,1,2,1300
70,10,0,3700,1,2,1300
71,10,0,2800,1,2,1300
72,10,0,4200,1,2,1300
73,11,208,100,1,3,2700
74,12,251,150,1,3,2700
75,12,0,3000,1,3,2700
76,12,0,43450,1,3,4900
77,12,0,44000,1,3,4900
78,12,0,5190,1,3,200
79,12,0,800,1,3,300
80,12,0,890,1,3,300
81,12,0,1000,1,3,300
82,12,0,1000,1,3,100
83,12,0,700,1,3,250
84,12,0,800,1,3,300
85,12,0,27075,1,3,400
86,12,0,2000,1,3,100
87,12,0,1500,1,3,800
88,12,0,500,1,3,1100
89,12,0,13950,1,3,100
90,12,0,36700,1,3,200
91,12,0,5520,1,3,100
92,12,0,30,1,3,200
93,12,0,1640,1,3,2200
94,12,0,700,1,3,3400
95,12,0,700,1,3,5100
96,12,0,700,1,3,200
97,12,0,700,1,3,100
98,12,0,700,1,3,100
99,12,0,700,1,3,100
100,12,0,8000,1,3,100
101,12,0,1000,1,3,350
102,12,0,2000,1,3,500
103,12,0,3500,1,3,8200
104,12,0,600,1,3,400
105,12,0,1650,1,3,300
106,12,0,7050,1,3,550
107,12,0,4000,1,3,550
108,12,0,600,1,3,550
109,12,0,500,1,3,550
110,12,0,3700,1,3,550
111,12,0,3000,1,3,650
112,12,0,3000,1,3,1050
113,12,0,3000,1,3,500
114,12,0,3000,1,3,500
115,12,0,2000,1,3,500
116,12,0,3000,1,3,900
117,12,0,3000,1,3,900
118,12,0,3350,1,3,1300
119,12,0,4500,1,3,1300
120,12,0,18000,1,3,1300
121,12,0,353,1,3,1300
122,12,0,2450,1,3,1300
123,12,0,905,1,3,2700
124,12,0,372,1,3,2700
125,12,0,973,1,3,2700
126,12,0,900,1,3,4900
127,12,0,617,1,3,4900
128,12,0,322,1,3,200
129,12,0,801,1,3,300
130,12,0,2620,1,3,300
131,12,0,764,1,3,300
132,12,0,811,1,3,100
133,12,0,508,1,3,250
134,12,0,794,1,3,300
135,12,0,849,1,3,400
136,12,0,817,1,3,100
137,13,205,805,1,3,800
138,13,0,922,1,3,1100
139,13,0,450,1,3,100
140,13,0,2080,1,3,200
141,14,274,469,1,3,100
142,14,0,407,1,3,200
143,15,289,886,1,3,2200
144,15,0,442,1,3,3400
145,15,0,642,1,3,5100
146,15,0,528,1,3,200
147,15,0,2950,1,3,100
148,15,0,984,1,3,100
149,15,0,385,1,3,100
150,15,0,570,1,3,100
151,15,0,680,1,3,350
152,15,0,2230,1,3,500
153,15,0,525,1,3,8200
154,16,229,946,1,4,400
155,16,0,945,1,4,300
156,16,0,949,1,4,550
157,16,0,515,1,4,550
158,16,0,2380,1,4,550
159,17,287,349,1,4,550
160,17,0,2250,1,4,550
161,17,0,854,1,4,650
162,17,0,991,1,4,1050
163,17,0,462,1,4,500
164,17,0,598,1,4,500
165,17,0,2930,1,4,500
166,17,0,863,1,4,900
167,17,0,846,1,4,900
168,17,0,743,1,4,1300
169,17,0,655,1,4,1300
170,17,0,694,1,4,1300
171,17,0,467,1,4,1300
172,17,0,545,1,4,1300
173,17,0,2140,1,4,2700
174,17,0,984,1,4,2700
175,17,0,546,1,4,2700
176,17,0,692,1,4,4900
177,17,0,2800,1,4,4900
178,18,241,605,1,4,200
179,19,228,473,1,4,300
180,19,0,714,1,4,300
181,19,0,653,1,4,300
182,20,316,779,1,4,100
183,20,0,607,1,4,250
184,20,0,491,1,4,300
185,20,0,2660,1,4,400
186,20,0,816,1,4,100
187,20,0,757,1,4,800
188,20,0,311,1,4,1100
189,20,0,994,1,4,100
190,20,0,629,1,4,200
191,20,0,794,1,4,100
192,20,0,354,1,4,200
193,20,0,420,1,4,2200
194,20,0,522,1,4,3400
195,20,0,2530,1,4,5100
196,20,0,791,1,4,200
197,20,0,613,1,4,100
198,20,0,994,1,4,100
199,20,0,656,1,4,100
200,20,0,885,1,4,100
201,21,116,1650,1,1,350
202,22,195,456,1,1,500
203,22,0,347,1,1,8200
204,22,0,2750,1,1,400
205,22,0,1510,1,1,300
206,22,0,1000,1,1,550
207,22,0,2600,1,1,550
208,23,169,2640,1,1,550
209,23,0,432,1,1,550
210,24,108,1030,1,1,550
211,24,0,380,1,1,650
212,24,0,301,1,1,1050
213,24,0,330,1,1,500
214,24,0,1500,1,1,500
215,24,0,2030,1,1,500
216,24,0,1850,1,1,900
217,24,0,447,1,1,900
218,24,0,1080,1,1,1300
219,24,0,2540,1,1,1300
220,24,0,355,1,1,1300
221,24,0,401,1,1,1300
222,24,0,411,1,1,1300
223,24,0,1510,1,1,2700
224,24,0,368,1,1,2700
225,25,102,2470,1,1,2700
226,25,0,457,1,1,4900
227,25,0,343,1,1,4900
228,25,0,1910,1,1,200
229,25,0,2500,1,1,300
230,25,0,307,1,1,300
231,25,0,442,1,1,300
232,26,172,335,1,1,100
233,26,0,440,1,1,250
234,26,0,320,1,1,300
235,26,0,318,1,1,400
236,26,0,1950,1,1,100
237,26,0,1860,1,1,800
238,26,0,310,1,1,1100
239,26,0,2560,1,1,100
240,26,0,453,1,1,200
241,26,0,1820,1,1,100
242,27,101,1840,1,2,200
243,27,0,2720,1,2,2200
244,27,0,434,1,2,3400
245,27,0,340,1,2,5100
246,27,0,2840,1,2,200
247,27,0,1090,1,2,100
248,27,0,2140,1,2,100
249,27,0,356,1,2,100
250,27,0,2570,1,2,100
251,27,0,1740,1,2,350
252,27,0,1780,1,2,500
253,28,121,333,1,2,8200
254,29,143,1700,1,2,400
255,29,0,371,1,2,300
256,29,0,310,1,2,550
257,29,0,2010,1,2,550
258,29,0,417,1,2,550
259,29,0,2900,1,2,550
260,29,0,1840,1,2,550
261,29,0,2380,1,2,650
262,29,0,383,1,2,1050
263,29,0,1760,1,2,500
264,29,0,2850,1,2,500
265,29,0,1840,1,2,500
266,29,0,431,1,2,900
267,29,0,1580,1,2,900
268,29,0,1280,1,2,1300
269,29,0,2210,1,2,1300
270,29,0,363,1,2,1300
271,29,0,2220,1,2,1300
272,29,0,447,1,2,1300
273,29,0,2810,1,2,2700
274,29,0,2150,1,2,2700
275,29,0,470,1,2,2700
276,29,0,356,1,2,4900
277,29,0,1430,1,2,4900
278,29,0,493,1,2,200
279,29,0,1450,1,2,300
280,30,197,2840,1,2,300
281,30,0,2290,1,2,300
282,30,0,1220,1,2,100
283,30,0,1600,1,2,250
284,30,0,429,1,2,300
285,30,0,1890,1,2,400
286,30,0,1290,1,2,100
287,30,0,383,1,2,800
288,30,0,419,1,2,1100
289,30,0,1710,1,2,100
290,30,0,2920,1,2,200
291,30,0,316,1,2,100
292,30,0,490,1,2,200
293,30,0,430,1,2,2200
294,30,0,2870,1,2,3400
295,30,0,390,1,2,5100
296,30,0,2720,1,2,200
297,30,0,369,1,2,100
298,30,0,337,1,2,100
299,30,0,362,1,2,100
300,30,0,2860,1,2,100
301,31,116,1650,1,1,350
302,32,195,456,1,1,500
303,32,0,347,1,1,8200
304,32,0,2750,1,1,400
305,32,0,1510,1,1,300
306,32,0,1000,1,1,550
307,32,0,2600,1,1,550
308,33,169,2640,1,1,550
309,33,0,432,1,1,550
310,34,108,1030,1,1,550
311,34,0,380,1,1,650
312,34,0,301,1,1,1050
313,34,0,330,1,1,500
314,34,0,1500,1,1,500
315,34,0,2030,1,1,500
316,34,0,1850,1,1,900
317,34,0,447,1,1,900
318,34,0,1080,1,1,1300
319,34,0,2540,1,1,1300
320,34,0,355,1,1,1300
321,34,0,401,1,1,1300
322,34,0,411,1,1,1300
323,34,0,1510,1,1,2700
324,34,0,368,1,1,2700
325,35,102,2470,1,1,2700
326,35,0,457,1,1,4900
327,35,0,343,1,1,4900
328,35,0,1910,1,1,200
329,35,0,2500,1,1,300
330,35,0,307,1,1,300
331,35,0,442,1,1,300
332,36,172,335,1,1,100
333,36,0,440,1,1,250
334,36,0,320,1,1,300
335,36,0,318,1,1,400
336,36,0,1950,1,1,100
337,36,0,1860,1,1,800
338,36,0,310,1,1,1100
339,36,0,2560,1,1,100
340,36,0,453,1,1,200
341,36,0,1820,1,1,100
342,37,101,1840,1,2,200
343,37,0,2720,1,2,2200
344,37,0,434,1,2,3400
345,37,0,340,1,2,5100
346,37,0,2840,1,2,200
347,37,0,1090,1,2,100
348,37,0,2140,1,2,100
349,37,0,356,1,2,100
350,37,0,2570,1,2,100
351,37,0,1740,1,2,350
352,37,0,1780,1,2,500
353,38,121,333,1,2,8200
354,39,143,1700,1,2,400
355,39,0,371,1,2,300
356,39,0,310,1,2,550
357,39,0,2010,1,2,550
358,39,0,417,1,2,550
359,39,0,2900,1,2,550
360,39,0,1840,1,2,550
361,39,0,2380,1,2,650
362,39,0,383,1,2,1050
363,39,0,1760,1,2,500
364,39,0,2850,1,2,500
365,39,0,1840,1,2,500
366,39,0,431,1,2,900
367,39,0,1580,1,2,900
368,39,0,1280,1,2,1300
369,39,0,2210,1,2,1300
370,39,0,363,1,2,1300
371,39,0,2220,1,2,1300
372,39,0,447,1,2,1300
373,39,0,2810,1,2,2700
374,39,0,2150,1,2,2700
375,39,0,470,1,2,2700
376,39,0,356,1,2,4900
377,39,0,1430,1,2,4900
378,39,0,493,1,2,200
379,39,0,1450,1,2,300
380,40,197,2840,1,2,300
381,40,0,2290,1,2,300
382,40,0,1220,1,2,100
383,40,0,1600,1,2,250
384,40,0,429,1,2,300
385,40,0,1890,1,2,400
386,40,0,1290,1,2,100
387,40,0,383,1,2,800
388,40,0,419,1,2,1100
389,40,0,1710,1,2,100
390,40,0,2920,1,2,200
391,40,0,316,1,2,100
392,40,0,490,1,2,200
393,40,0,430,1,2,2200
394,40,0,2870,1,2,3400
395,40,0,390,1,2,5100
396,40,0,2720,1,2,200
397,40,0,369,1,2,100
398,40,0,337,1,2,100
399,40,0,362,1,2,100
400,40,0,2860,1,2,100
